사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2022-05,분당선,1856,수내,91,1,2701,2552,7347,9556,18917,18210,24621,57590,16477,39470,13883,22375,15198,17167,18258,18021,19147,18279,21089,18244,23248,18210,26700,19839,39096,24603,49903,29984,26792,21897,24569,12923,17421,12062,14622,11099,3836,6554,184,1090,0,0,0,0,0,0
2022-05,분당선,1857,정자,341,9,3623,984,10744,11737,28954,38548,35333,79751,25232,43212,18734,22363,19878,19215,20387,18832,20971,21098,22160,19071,25135,20819,29865,27036,53170,39481,62120,50622,32686,38970,26216,23683,29424,20476,25841,19525,10527,12143,1327,3149,0,0,0,0,0,0
2022-05,분당선,1858,미금,702,7,3696,746,12676,11349,28750,22067,35018,44428,25248,34973,23337,21415,24907,21926,25313,23428,25408,25401,26107,25718,31748,24875,31870,29632,38216,35988,41202,45654,21763,33866,17801,23492,18128,20579,13429,18996,4678,11703,206,2216,0,0,0,0,0,0
2022-05,분당선,1859,오리,665,7,4143,523,14707,7359,32025,13707,36052,33611,23394,17231,18357,10414,16763,11007,17440,12722,16929,11924,16031,12357,16871,13422,19150,15463,26348,19517,34470,25633,14010,22383,10950,14881,10100,12677,7170,12087,2721,8470,85,1909,0,0,0,0,0,0
2022-05,분당선,1860,이매,76,2,2589,923,6377,4457,15129,10487,17145,16851,11669,8513,9150,6633,8831,6463,9155,6959,8647,7411,8336,7652,9175,8032,12846,9914,17796,12759,15260,16354,6905,12666,5176,8503,6241,7518,4491,8148,1105,5201,43,710,0,0,0,0,0,0
2022-05,분당선,1861,보정,19,0,1228,123,3687,1367,9176,2769,10333,6997,6679,2286,5017,1611,4428,2305,3879,2362,3490,2509,3457,2926,4082,3622,4497,4645,6040,5548,4182,6925,1911,6628,1648,4267,1720,3806,1219,4081,476,3051,11,200,0,0,0,0,0,0
2022-05,분당선,1862,죽전,1338,17,5211,933,15702,8072,43096,17494,41582,27721,25076,27290,19121,23138,18577,20663,20754,21779,20232,21934,20472,22277,22650,23721,27377,28109,33202,34256,34866,48384,22365,42656,25774,25831,14465,23717,11161,22904,3731,18420,13,9740,0,0,0,0,0,0
2022-05,분당선,1863,구성,42,0,2603,412,7963,2574,22899,5062,23193,8409,14064,4113,10216,3769,8565,4685,7544,5006,6909,5523,6543,6188,6265,7763,7438,9449,8742,15431,7642,20702,3817,18604,3027,11778,2584,9392,1673,10648,589,6996,5,534,1,2,0,0,0,0
2022-05,분당선,1864,신갈,37,2,3049,264,8745,1448,19615,2628,20307,6417,11765,3670,8678,3274,7476,3812,6422,4943,6590,5394,5983,5950,6111,6961,6995,7642,6191,12088,5412,17928,2615,14721,1992,9693,1731,7698,1388,8924,540,6125,17,407,0,0,0,0,0,0
2022-05,분당선,1865,기흥,140,2,5938,809,13965,4395,37449,11531,37724,25083,20882,12120,14545,8948,13341,10143,14353,9645,13287,12183,13055,11109,14034,12769,17063,15270,22101,23231,24658,37275,13702,30268,10153,18142,9745,15575,7765,16757,2996,11386,44,1327,0,0,0,0,0,0
2022-05,분당선,1866,상갈,52,1,3033,516,8575,2659,20792,7199,22352,11378,13344,6479,9972,4484,8357,5047,8150,5275,7174,6895,6909,6678,7887,7091,8816,10578,11068,14720,11644,18271,6513,15375,4431,10680,3988,10431,2180,9936,870,6217,2,1030,0,0,0,0,0,0
2022-05,분당선,1867,청명,10,2,2433,883,7193,2003,18821,5732,19344,9936,9240,3874,6149,3402,5373,3551,5676,3906,5388,4419,4651,5098,5687,5637,6916,7202,8413,11084,9471,15380,4309,12877,2943,8128,2463,7722,2210,7197,776,4865,28,527,0,0,0,0,0,0
2022-05,분당선,1868,영통,64,6,2825,1360,7979,3956,18432,9292,22571,22378,11555,16704,9938,10951,10497,10057,11820,12109,12348,12927,11250,13396,12968,13313,16238,15340,22290,23605,24985,29199,13684,21764,12629,13052,13866,12650,15829,12304,6500,8219,210,735,0,0,0,0,0,0
2022-05,분당선,1869,망포,53,1,4723,2636,20453,9580,56463,24065,51776,41964,25332,17570,17500,9377,17056,9859,17164,11791,16225,12917,14396,12482,16106,16448,21257,20765,34700,31223,44114,46242,21886,45115,16216,28123,14026,22736,11382,21965,4822,15336,155,1348,0,0,0,0,0,0
2022-05,분당선,1870,매탄권선,98,1,3626,616,9734,2848,21970,5073,22282,12389,11860,5166,7812,3586,7358,3694,7293,4397,6547,5185,5678,4777,6077,6681,8954,9448,11242,13018,9708,20492,5394,15839,3940,10098,3512,8862,2880,9416,919,6263,42,732,0,0,0,0,0,0
2022-05,분당선,1871,수원시청,239,10,5709,1472,12918,6924,33087,15413,32397,47699,16330,30615,13712,18064,15728,15223,17819,19011,17369,19446,17117,16215,20475,17469,27309,21223,29608,34682,40619,50210,21748,38229,18992,24665,20472,17528,17146,16656,8045,11289,269,1513,0,0,0,0,0,0
2022-05,분당선,1872,매교,300,6,2903,736,4412,4032,9693,5042,10876,14381,5676,4292,4545,3148,4080,3238,4279,3570,3868,3303,3209,3776,3969,3812,7932,5490,11054,7533,6216,9706,3174,6121,2322,4271,1862,3923,1644,3193,453,1958,25,352,0,0,0,0,0,0
2022-05,일산선,1948,원흥,170,7,6924,849,18209,4909,45232,7049,48304,17555,26510,12617,19520,9303,17324,9666,17115,10834,16346,13028,14134,13192,14056,15769,15326,18860,17491,27202,19837,36260,9694,36968,7748,20979,6817,20377,4784,19358,1748,12567,15,268,0,0,0,0,0,0
2022-05,일산선,1949,지축,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05,일산선,1950,삼송,698,2,8726,1312,34486,9328,86419,16815,81927,29755,45138,20904,33626,18580,28895,19443,29641,24226,27826,25693,24946,26757,26280,32546,30753,36438,35228,48972,33868,74473,21087,64550,16559,40633,14334,34461,14120,31996,2815,15845,4,672,0,0,0,0,0,0
2022-05,일산선,1951,원당,210,2,9020,1093,21096,6641,46976,8924,48280,14452,28963,10571,22267,9678,19791,11982,19679,12757,18279,12680,15710,15326,15661,17753,16773,21967,18299,28592,16811,36948,9342,35259,6653,22378,5205,21009,3196,19837,809,11904,2,31,0,0,0,0,0,0
2022-05,일산선,1952,화정,123,5,11128,1501,26753,6934,55217,12187,57055,32304,35259,21699,29951,19321,27993,21631,29368,23169,27971,26291,26286,25809,26884,34992,29896,35542,33243,46148,31209,61142,17484,49649,15681,31719,14299,28380,11204,26647,4144,15441,3,46,0,0,0,0,0,0
2022-05,일산선,1953,대곡,10,1,986,441,4029,1633,10612,2250,8774,3880,4380,2061,3336,1895,2767,1807,2910,2059,2798,2002,2637,1930,2899,2476,3370,2729,4433,3402,5305,7412,2585,5564,1540,2941,1409,3018,938,2549,524,3006,4,149,2,1,0,0,0,0
2022-05,일산선,1954,백석,71,4,4519,2454,10476,6839,21943,12319,24333,28164,18013,15556,16142,13727,16333,13566,16768,14281,16475,15556,15988,15166,19226,16125,19184,18622,24499,21264,25379,26262,13302,25153,10842,14757,10751,12152,7737,10701,2601,7878,1,134,0,0,0,0,0,0
2022-05,일산선,1955,마두,36,0,3230,1724,10071,4333,16471,8754,17451,22182,13231,15857,13130,11779,13545,11906,13602,10200,12957,13963,13447,12852,15319,12967,15819,13457,17555,15195,18320,18705,8150,16379,6054,9898,5922,8325,4697,7775,938,6270,0,200,0,0,0,0,0,0
2022-05,일산선,1956,정발산,39,1,2203,1011,5682,3319,9599,6162,10742,21717,8161,21997,8185,17237,10684,17234,11929,15839,13726,17492,15965,15413,18113,13984,20045,14878,22984,17216,27524,20880,14324,15777,14699,8778,11563,6434,9491,5463,2664,4263,1,99,0,0,0,0,0,0
2022-05,일산선,1957,주엽,97,1,5902,1298,17262,3338,30465,7870,27730,15937,19403,13647,17733,11804,17285,12277,16848,13053,15583,15767,14849,15496,16128,17690,17190,19740,16532,22309,14891,26967,8472,25426,7688,15514,6737,12862,4706,11146,903,8755,1,861,0,0,0,0,0,0
2022-05,일산선,1958,대화,147,1,7392,1324,26691,5427,60769,14315,44840,20203,29564,15260,23439,13391,20799,12295,19795,15389,18625,16861,17866,15873,19635,18963,21266,19544,24491,22890,23094,30732,11770,30337,10128,20249,7780,17640,5191,16785,1104,9056,12,3884,0,2,0,0,0,0
2022-05,중앙선,1015,회기,862,14,13527,4051,22694,14087,57910,29914,76388,56540,51194,40376,40052,35286,41070,31146,45015,35969,43754,39796,43221,34587,48768,37036,55968,43017,65895,56608,53260,80337,32610,63131,27455,39972,29040,40372,29528,45985,12525,31038,161,6154,0,0,0,0,0,0
2022-05,중앙선,1201,중랑,166,2,6660,577,10520,2284,24155,3255,22853,6876,15924,5540,10412,5099,9284,5513,9217,6864,9278,7338,8377,7386,7710,10089,8055,12274,7899,16189,8239,24159,5564,16072,4218,11382,3591,8882,2341,9423,1025,5347,18,452,0,0,0,0,0,0
2022-05,중앙선,1202,상봉(시외버스터미널),559,5,6611,855,8817,2477,22668,5091,26005,8125,14923,6188,10141,5233,8603,6684,9679,7528,8491,7983,8375,8055,7776,9672,8079,11541,8964,14896,9639,24384,6970,21138,5209,12247,4778,10030,3074,10477,1343,6770,33,1606,0,0,0,0,0,0
2022-05,중앙선,1203,망우,412,5,8484,1137,12513,3194,31418,6253,26578,15416,17967,9789,13784,10826,12514,9722,13246,10407,13370,11702,12108,12010,12352,13695,13632,17677,13498,20956,13766,31136,9541,20909,6471,14170,5335,10573,3942,10083,1352,7226,20,779,0,0,0,0,0,0
2022-05,중앙선,1204,양원,34,0,2469,360,4856,1749,14051,8225,10941,6501,6859,2288,4835,2999,3830,2929,4415,2628,4080,3507,3580,3047,4642,4205,8832,5251,5196,5981,4261,10054,2320,7768,1490,5531,1275,3942,819,4301,215,2912,5,209,0,0,0,0,0,0
2022-05,중앙선,1205,구리,985,11,10169,2057,22353,7419,60647,9693,54879,20282,30289,16334,22372,15467,21262,14647,21221,14377,19424,19073,17855,18063,18753,23761,21287,27930,23112,37715,22298,55365,13665,47058,12833,26577,8779,22361,6921,20737,1908,15797,42,2381,0,0,0,0,0,0
2022-05,중앙선,1206,도농,945,2,8616,1401,23253,5468,61295,8642,43376,14611,28689,8545,19859,7589,17041,7928,15367,9632,13860,10867,11930,12221,11936,16280,15969,19374,17156,27299,15187,39974,7472,36184,5897,21075,4766,17633,3009,16064,1022,13317,34,2764,0,0,0,0,0,0
2022-05,중앙선,1207,양정,68,2,291,258,757,1294,1996,2279,1525,2664,1196,1610,1029,1094,1115,928,1183,841,1317,719,1414,861,1415,841,1924,1022,2844,1197,2845,1247,1163,940,733,532,403,485,174,436,40,374,5,113,0,0,0,0,0,0
2022-05,중앙선,1208,덕소,1384,4,3390,843,10618,2079,26606,4091,20500,8597,14355,6427,11788,5509,10177,5449,9505,7004,9101,7893,8338,7534,8453,10282,8427,11980,9354,18142,8156,20486,4762,17704,3786,10064,2976,10813,2443,9831,783,8072,8,2047,0,0,0,0,0,0
2022-05,중앙선,1209,도심,13,2,1795,576,6002,1100,13477,1833,9355,6794,6083,2016,4262,2148,3445,1934,3629,2122,3317,2167,3052,1817,3039,3820,4247,2643,3753,6663,3806,5455,1751,6160,1258,3405,1230,3420,873,2900,184,2342,0,0,0,0,0,0,0,0
2022-05,중앙선,1210,팔당,0,0,313,161,846,812,1721,2006,1595,3630,1568,4615,1561,4257,1443,3579,1669,3239,2047,2175,2568,2124,3077,2430,3844,2155,4115,2299,3572,2310,2617,1465,2375,993,1530,664,948,557,153,459,0,0,0,0,0,0,0,0
2022-05,중앙선,1211,운길산,1,0,252,120,728,655,2000,947,2199,1996,1244,3784,1149,5436,1340,4121,1688,3859,2458,2036,3487,2210,5021,1589,4678,1541,3975,1399,2773,1310,1568,1641,990,631,615,617,164,605,36,443,0,0,0,0,0,0,0,0
2022-05,중앙선,1212,양수,13,0,978,284,2176,1460,6948,3139,4806,4162,4767,5195,3444,5695,3821,5153,3868,4821,4642,4322,5243,4075,6550,3804,6917,4270,6365,5434,4807,4499,2506,4904,2140,3339,1481,2918,560,2065,139,1636,0,0,0,0,0,0,0,0
2022-05,중앙선,1213,신원,0,0,124,10,239,257,464,720,497,478,426,915,389,942,419,602,635,455,658,344,775,304,1117,312,1080,325,733,392,1016,404,313,230,193,219,85,201,27,148,10,96,0,0,0,0,0,0,0,0
2022-05,중앙선,1214,국수,2,0,620,36,1172,518,2384,1057,1952,2692,1864,1717,1498,1504,1324,1745,1672,1440,1609,1257,1561,1087,2560,1365,3035,1495,1843,1702,1140,1910,667,1422,432,1444,333,1387,119,926,39,661,1,6,0,0,0,0,0,0
2022-05,중앙선,1215,아신,12,0,570,45,963,295,1981,748,1583,1201,1345,1376,1375,1334,1096,1382,1164,1236,1347,884,1383,902,1364,1143,1637,1215,1432,1789,1266,1284,724,1263,529,1012,347,1035,183,769,15,790,0,23,0,0,0,0,0,0
2022-05,중앙선,1216,오빈,4,0,252,7,554,283,1000,383,1083,884,815,513,838,725,567,654,648,539,633,467,620,429,757,641,775,705,775,910,605,869,421,627,241,430,164,583,43,456,10,330,0,28,0,0,0,0,0,0
2022-05,중앙선,1217,양평,82,2,1656,101,3975,2813,8073,4059,6793,8499,5533,5519,6797,6165,5661,7714,6445,6959,6999,4834,7292,6013,7271,6704,8911,6247,8088,9076,7120,7510,3922,5291,3760,6085,2776,3572,1898,3140,288,3610,25,246,0,0,0,0,0,0
2022-05,중앙선,1218,원덕,85,1,431,3,759,153,963,626,1224,1022,1122,816,932,1292,757,1121,773,986,902,462,985,725,1201,849,1357,703,995,1134,750,889,617,846,323,539,159,620,26,386,10,346,0,51,0,0,0,0,0,0
2022-05,중앙선,1219,용문,462,0,973,6,2506,1116,3582,3135,5185,4852,3698,3732,4055,7152,4085,11434,5163,10419,7373,4477,8673,5389,10580,4826,9606,3898,7542,5604,4338,4102,2786,3229,1387,3541,1058,2018,343,1728,0,1528,0,511,0,0,0,0,0,0
2022-05,중앙선,1220,지평,0,0,1,1,8,3,439,467,290,171,4,2,494,573,3,2,3,1,138,174,562,400,1,10,4,0,182,244,64,131,234,322,4,5,20,176,14,80,0,0,0,0,0,0,0,0,0,0
2022-05,장항선,1401,봉명,12,0,1178,387,1644,684,2444,3645,2932,4339,2383,3476,2851,2266,2586,1484,2329,1522,1942,2206,2333,1825,2337,1789,3100,1468,3334,2499,2044,2497,1184,1829,979,1253,709,1247,546,1128,596,900,2,86,0,0,0,0,0,0
2022-05,장항선,1402,쌍용(나사렛대),31,1,2209,322,4056,592,7001,1696,8573,8421,4281,5431,4401,3796,4694,3814,4617,7970,4560,3999,4379,3157,7220,4398,6548,4923,6060,6560,6364,7059,3650,5386,2917,3992,1955,2844,1749,3240,958,2637,10,539,0,1,0,0,0,0
2022-05,장항선,1403,아산,59,0,843,979,2140,3014,6373,5793,8286,10201,4721,7826,5426,8752,6232,6103,7284,7821,7542,7310,8292,5631,10178,6514,9026,7226,9865,8973,13830,9773,10811,6093,6499,5229,7684,3428,6704,2955,3724,1550,46,461,0,0,0,0,0,0
2022-05,장항선,1404,탕정,9,0,501,101,1136,508,2656,1153,2745,1916,1743,848,1325,874,1360,964,1444,1218,1471,1310,1711,844,1934,1178,2250,2005,2374,2271,2185,2418,1125,1847,685,1723,559,1468,484,1246,287,825,14,271,0,0,0,0,0,0
2022-05,장항선,1405,배방,62,0,947,215,1854,774,3732,1385,3748,2259,2807,1697,2291,1356,2286,1828,2172,1914,2201,2179,2195,1458,2014,1940,2130,2702,2490,4085,2869,3904,1773,2858,1080,2423,1078,2078,1084,1846,433,1330,42,481,0,0,0,0,0,0
2022-05,장항선,1407,온양온천,669,2,1631,505,4534,2670,9747,5549,10915,7926,9338,9179,8980,7722,8823,12137,9626,9861,11103,9184,10831,6106,9147,7800,9476,9377,7309,12317,9915,10181,4772,8902,3519,6208,3205,6139,2060,4408,819,2843,48,1072,0,0,0,0,0,0
2022-05,장항선,1408,신창(순천향대),275,2,686,200,1518,622,2652,3278,2208,12304,2107,5228,3535,8511,3845,5581,4942,5079,6960,4995,7308,4108,5640,2827,9484,3429,8460,2955,9750,4826,3535,3381,3052,3483,3287,3529,1976,3469,589,2135,4,593,0,0,0,0,0,0
2022-05,경의선,1252,신촌,0,0,241,26,303,1060,731,3833,535,5634,731,3926,695,2139,743,1384,907,1292,898,2339,987,1229,1324,985,2317,1017,3702,1583,3489,1901,2219,1380,1191,791,1430,380,1147,149,507,437,2,54,0,0,0,0,0,0
2022-05,경의선,1261,효창공원앞,0,0,648,236,2072,2541,5200,5203,7765,17504,5406,10001,3457,3804,3316,3374,3704,3573,4077,3601,3629,3675,4283,4018,5674,4630,7629,5647,14627,7980,5921,6243,3931,4103,3396,4180,2768,3619,1096,2949,2,369,0,0,0,0,0,0
2022-05,경의선,1263,서강대,6,0,587,188,1644,1614,3620,3190,4387,8429,3794,5824,2853,3546,2872,3506,3217,3282,3431,3636,3489,3738,3670,3503,4845,4130,6271,4483,6216,5729,3928,3557,3608,2364,4065,2770,3528,2009,1477,1589,20,101,0,0,0,0,0,0
2022-05,경의선,1265,가좌,0,0,3104,217,7897,3572,21742,4390,26198,9834,12367,8611,9534,6180,8144,6196,8752,6548,7782,8873,7643,8087,8010,8503,9776,11382,9910,13238,9916,19644,5841,15623,4390,8935,3437,6808,2908,6730,998,5531,16,691,0,0,0,0,0,0
2022-05,경의선,1267,수색,0,0,982,913,1921,7486,3513,6642,4580,18479,3653,9591,2857,3699,2721,2582,2778,2654,2709,3443,2921,2766,3680,2725,7012,3507,10718,4424,14461,3852,6251,3342,3248,2200,2576,1500,2171,1692,754,1369,19,224,0,0,0,0,0,0
2022-05,경의선,1268,화전,0,0,625,431,1691,1811,3860,2321,4713,11873,3290,10903,3959,11862,5159,4410,5193,4305,5527,6940,8103,4439,7201,3014,10965,3402,9712,3863,8032,4139,4874,3462,2766,2153,2419,2127,2109,2415,976,1852,60,734,0,0,0,0,0,0
2022-05,경의선,1269,강매,0,0,2186,321,6724,1218,19343,1392,18697,3793,9103,1768,5905,1636,4903,1869,4559,2001,3747,2956,3279,3045,3297,3959,4100,5519,3710,7117,3931,12332,1601,11622,1133,7054,863,6133,589,6231,245,3874,5,1588,0,0,0,0,0,0
2022-05,경의선,1270,행신,0,0,3867,1424,13371,5124,40880,6574,34934,11385,16710,7864,12668,6257,12375,7943,12439,8352,10090,9981,8754,9119,8166,10539,11237,15563,15979,20371,11105,39874,7608,30208,8720,15275,6068,13858,6275,13187,2748,7891,100,3435,1,1,0,0,0,0
2022-05,경의선,1271,능곡,1,0,3219,503,7519,3300,16897,3221,16721,6658,9717,4078,7249,3749,6294,3885,6062,4118,5817,4348,5100,4659,5182,5547,6452,7229,6689,8981,6083,12627,3730,10685,2579,6334,1984,6761,1397,6255,561,3931,32,3724,0,0,0,0,0,0
2022-05,경의선,1272,곡산,2,1,227,96,1017,810,2034,1593,1710,3001,1102,1098,958,835,757,759,731,961,817,752,977,810,1252,866,1350,1011,2094,1216,2333,1923,768,1528,480,912,395,660,274,627,123,455,7,38,0,0,0,0,0,0
2022-05,경의선,1273,백마,1,0,4613,824,15834,2873,36978,6894,27108,12138,15229,6372,11313,5126,11147,4752,10572,6550,9481,7550,7844,7849,9360,9286,10509,11269,11298,14175,12065,27173,5482,25617,3960,13947,3722,13716,3451,13226,1102,10809,30,597,0,0,0,0,0,0
2022-05,경의선,1274,풍산,17,0,4220,368,11347,1769,24932,4757,20728,8028,13482,5991,9663,5293,9203,6661,8953,6584,8613,7905,8614,6590,9381,7630,9764,10634,9519,13001,9062,20532,5305,16796,4588,11919,4503,10776,3293,8812,953,8329,41,1035,0,0,0,0,0,0
2022-05,경의선,1275,일산,11,0,7910,857,24629,3754,50570,8200,36109,17030,21907,8000,15883,7338,15149,8472,14890,9010,13239,11165,11636,12108,12721,13395,15119,17269,15403,23466,13771,36731,7475,36995,5326,17598,4688,18630,4031,15212,1322,13284,46,4757,0,0,0,0,0,0
2022-05,경의선,1276,탄현,42,0,5959,696,22322,3064,39191,6417,31093,9884,17334,5755,13053,5022,12375,5965,11665,6800,10487,7098,9361,9224,9868,10417,10737,12787,11103,20059,11702,30510,6469,32723,5507,16189,4506,15626,3616,10973,1245,10697,83,2686,0,0,0,0,0,0
2022-05,경의선,1277,야당,40,1,4953,481,16772,2874,32211,5303,29367,9432,15165,7211,12239,6303,11517,8044,11264,8604,10984,9567,10217,10793,10782,12914,12366,15979,12662,26265,12003,34726,8582,31578,8911,16891,10338,14693,9702,11442,4661,9864,574,2544,0,0,0,0,0,0
2022-05,경의선,1278,운정,45,1,4506,382,19612,5137,33483,7319,30547,11966,16327,6131,11928,5096,10180,5778,10420,6580,9148,6411,7914,7737,8802,9842,10551,13391,12696,18513,12082,24542,5784,23141,4056,13094,3251,12208,2696,10680,774,7828,85,1777,0,0,0,0,0,0
2022-05,경의선,1279,금릉,45,1,2968,300,10298,2676,19532,5629,16329,12188,10194,5778,8605,4835,8583,4641,8063,5549,7528,5874,6877,7265,7276,7824,8660,9656,10726,13947,12263,15917,5878,15434,4385,8653,4010,8533,2971,7815,692,6181,48,1760,0,0,0,0,0,0
2022-05,경의선,1280,금촌,120,4,3699,331,10732,4561,21551,10472,19741,16110,13401,9383,11103,7887,11250,7249,11697,10064,11481,9834,10559,9967,10608,10734,12256,12865,14852,18377,17793,19153,8858,17183,6766,11627,5461,10885,3617,9160,866,6725,158,1740,0,0,0,0,0,0
2022-05,경의선,1282,월롱,47,1,561,83,1115,8531,2349,12645,2629,13783,2674,5715,2207,3127,2577,1968,3926,3704,3965,2514,3285,1888,6342,2238,9112,2683,12863,3220,16266,3583,6847,3467,4764,3596,3210,3846,1293,3576,113,3067,9,775,0,0,0,0,0,0
2022-05,경의선,1283,파주,64,0,806,14,1507,779,2682,2534,2760,5906,2037,3870,1925,2253,2059,1200,3213,1693,2049,2034,1960,958,2968,1382,5242,1275,6445,1505,4395,1584,1743,1626,965,1274,946,1048,368,1057,62,824,7,277,0,0,0,0,0,0
2022-05,경의선,1284,문산,857,4,3428,12,8581,3468,17375,7689,15101,16206,11175,6021,9394,7374,9187,8162,9695,8069,9521,8474,9722,7549,9830,10026,11083,10057,14477,12012,12860,13864,6226,14411,4853,9352,3560,7732,2353,8182,130,5401,1,2640,0,0,0,0,0,0
2022-05,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,35,301,41,728,20,5,191,15,2,1,7,6,351,213,211,21,675,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05,경의선,1291,서울역,0,0,914,18,1278,8255,3159,25456,3262,40616,2892,20407,1993,8077,2238,6413,3253,4583,4092,7186,4261,3591,6935,3671,8713,3832,17264,5626,31127,6226,11621,3554,6271,2317,7383,2339,1321,255,2342,1087,0,117,0,0,0,0,0,0
2022-05,경의선,1292,공덕,9,0,700,111,2108,2045,4851,7408,5866,19635,4025,8070,3767,3293,4292,3745,4879,3673,4713,3605,4865,3811,4842,3649,6062,4492,10186,6278,16848,7843,6876,5012,5967,3200,6732,3362,5991,2644,2547,1996,17,235,0,0,0,0,0,0
2022-05,경의선,1293,홍대입구,11,2,416,150,900,683,1568,2198,2142,6482,1548,5687,1454,4042,1426,3849,1944,4794,2424,5138,2935,5063,3201,4615,4230,5652,5986,5673,6962,7755,5351,4846,4882,2682,5700,2564,5695,1923,2886,1456,39,232,0,0,0,0,0,0
2022-05,경의선,1294,디지털미디어시티,7,0,1075,385,2798,1737,10957,2287,11391,4782,6043,3611,4382,2277,4049,2317,3993,2635,3598,3169,3605,3063,4026,3238,5141,4537,6017,6391,5332,9647,2994,7519,2133,4669,1772,4025,1381,4494,724,3280,33,457,0,0,0,0,0,0
2022-05,경의선,1296,계양,0,0,0,0,0,0,0,0,4,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05,경춘선,1311,신내,9,2,1116,817,2831,3574,8762,5535,7781,8108,4145,2819,2964,2051,2705,1815,2961,1941,2885,2535,2800,2144,3149,3455,5406,2997,4784,4792,6304,5814,3069,4768,1625,2614,1275,2443,1052,2349,481,1572,4,148,0,0,0,0,0,0
2022-05,경춘선,1312,갈매,7,0,1855,631,4398,2516,18144,3511,10916,5411,7156,2856,4696,2653,3550,2399,4235,2545,3619,3317,3442,2628,3598,4304,4959,4928,5121,6376,4903,10720,2555,8496,2087,4759,2587,4054,1682,3085,666,1758,18,881,0,0,0,0,0,0
2022-05,경춘선,1313,별내,26,0,1334,1131,3945,3205,14299,4244,11030,7403,7099,4380,5041,3387,4180,3552,4928,3413,4399,3894,4256,3414,4766,4849,6589,5758,6529,7807,7177,10119,3532,9211,2869,5201,2465,3365,2323,3969,1154,1821,42,650,0,0,0,0,0,0
2022-05,경춘선,1314,퇴계원,7,0,3076,619,6182,1931,19440,3996,13932,5286,9972,3312,6845,3231,5670,2914,6226,3430,4920,3931,4093,4115,4669,4646,4613,6651,5001,10296,6481,11683,3071,12015,2030,6824,1794,4807,1178,5838,415,2676,23,1005,0,0,0,0,0,0
2022-05,경춘선,1315,사릉,9,1,2292,786,4494,1674,12146,5549,9374,5921,6346,2684,4348,2402,3717,2466,3935,2600,3714,2270,2913,3315,3269,2913,3448,4389,5090,6543,5871,7694,2425,9271,1675,4414,1261,3413,860,3396,284,2221,12,649,0,0,0,0,0,0
2022-05,경춘선,1316,금곡,10,0,1759,279,2775,1411,5027,2257,5264,5826,3698,2449,3011,1772,2862,1603,2648,2158,2547,1719,2114,2614,2611,2426,3058,2649,3535,3776,3934,4443,1582,4142,982,1821,671,1974,576,1798,193,1375,20,342,0,0,0,0,0,0
2022-05,경춘선,1317,평내호평,722,20,6034,788,14856,1927,30457,5110,23355,11363,14522,7208,11986,6020,10569,6152,9940,8335,9579,7681,8077,9725,8578,9811,9353,11911,9953,20902,9591,21150,6032,25003,5323,11112,4355,9969,3889,8982,1740,6152,13,3244,0,0,0,0,0,0
2022-05,경춘선,1318,천마산,40,3,1286,282,4085,800,8735,2156,7119,2132,5476,2089,4230,1862,3256,2019,3194,2251,2583,2108,2523,2668,2195,3354,2780,3494,2202,4935,2429,6094,1139,4773,813,3662,636,2954,578,2269,128,1555,1,89,0,0,0,0,0,0
2022-05,경춘선,1319,마석,26,0,1605,508,9268,3016,16965,6986,14384,8524,10845,6767,8666,4825,7515,5852,7896,5151,6825,6693,6182,6459,6789,7583,7877,7763,7978,11292,8457,11160,4234,14686,3355,7638,2428,6035,1816,5609,809,3168,3,483,0,0,0,0,0,0
2022-05,경춘선,1320,대성리,12,0,4485,127,5201,629,2943,1221,2314,1362,2724,1212,3708,2006,5044,1940,2357,2166,1602,4805,1729,7089,2458,4587,2386,3684,2110,3002,1750,2736,892,2126,537,889,422,525,196,470,90,314,0,0,0,0,0,0,0,0
