사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2022-05,3호선,0316,독립문,162,4,5567,828,6262,5198,15982,15063,17875,20888,14723,19891,13065,19015,12633,13819,14875,12408,14302,13206,15139,12358,16302,12472,18586,13728,17194,15088,17196,16703,8427,14015,6183,8570,5054,7939,3628,7500,1051,5219,1,5141,0,0,0,0,0,0
2022-05,3호선,0317,경복궁(정부서울청사),98,5,2452,2062,6458,19727,14079,48127,20905,140840,21570,101767,21578,84002,28007,64853,37510,61680,47479,56034,59592,55727,71198,42638,82552,48494,97616,43326,120748,43982,58379,26929,50664,13564,50541,11147,30347,9905,9347,6841,10,382,1,1,1,1,0,0
2022-05,3호선,0318,안국,25,1,1649,1596,3276,22883,6233,96276,9458,107723,9844,76675,11427,59827,18368,61645,28787,53633,34433,51102,46767,47189,62533,37426,79423,33018,119161,30374,116863,28950,53240,13395,44127,6707,40649,5642,24982,4744,6451,3274,5,81,0,0,0,0,0,0
2022-05,3호선,0319,종로3가,38,3,874,949,1098,6172,1613,15866,2415,45219,3722,43584,5805,33012,8663,26447,10753,24447,12381,22155,14503,21448,18463,19798,21110,18229,31143,18804,52499,19714,31178,11320,18807,5493,20836,3981,17596,2761,7336,2162,7,382,0,0,0,0,0,0
2022-05,3호선,0320,을지로3가,45,1,599,980,1006,9355,2061,32697,3624,73678,4965,30418,6160,15311,8473,13147,9629,12468,11738,12660,13614,11380,14722,11604,18469,12541,39088,17189,64004,22111,25892,11624,18549,5928,19705,4269,19436,2769,9588,2318,12,257,0,0,0,0,0,0
2022-05,3호선,0321,충무로,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,3,0,0,0,2,0,6,0,2,0,8,0,4,0,4,0,3,0,1,0,1,0,0,0,0,0,0,0
2022-05,3호선,0322,동대입구,14,0,1712,1036,2958,9282,6088,14896,7478,51481,6394,36581,6525,25727,9558,20517,10724,18056,12704,18477,16902,16165,17566,11970,22409,13440,30216,16297,45169,17506,18981,9397,17138,5414,18435,5505,13602,4420,3595,2711,9,456,0,0,1,1,0,0
2022-05,3호선,0323,약수,104,4,6768,1091,10840,6649,27440,17224,39411,33632,27070,20495,20530,15598,19040,15033,20534,15774,20319,16078,19113,17867,20074,19736,23959,24128,26698,29828,33845,42205,18930,27471,14762,18144,15527,17199,11866,16517,4507,10951,18,3431,3,3,0,0,0,0
2022-05,3호선,0324,금호,17,3,4879,604,10719,3001,26562,4985,36279,8558,22608,6613,15312,6605,12589,7123,12731,8359,11753,9706,10406,10603,10175,13566,11695,15085,11894,20396,11661,29690,8058,21000,5908,14551,4399,12813,3709,12792,1202,7310,2,4,0,0,0,0,0,0
2022-05,3호선,0325,옥수,236,25,3066,951,10396,4955,23891,9386,30913,14579,21753,11215,16072,9081,14580,10943,14202,11867,14878,13422,14477,14160,14735,16746,16300,19410,18911,25257,19769,33774,12239,24906,9947,16621,9071,15002,6758,14821,2484,8740,8,127,0,0,0,0,0,0
2022-05,3호선,0326,압구정,86,3,3178,2149,8097,24621,15671,48236,24839,146944,20399,149017,25213,78273,31786,62315,37183,50825,40888,54681,49955,50393,58370,45865,70039,48303,90476,56583,140115,64339,93679,38110,73573,16849,56275,13220,44032,10939,10800,6791,20,2286,0,0,0,0,0,0
2022-05,3호선,0327,신사,97,4,4678,1738,7059,19760,11457,47224,17554,113114,15392,145331,18770,73691,25482,53807,31154,51416,36144,54527,43246,49403,52847,46630,64024,48941,92926,57692,138234,73239,96547,41796,65985,18027,71274,13707,63572,10986,22144,8738,6,211,0,0,0,0,0,0
2022-05,3호선,0328,잠원,6,0,1263,897,4871,5927,11952,6823,16579,10448,11111,6971,8230,5127,7839,5584,7736,6019,7791,7484,6902,6809,7922,7901,10322,8309,11840,10907,10142,13720,6211,10498,4762,6664,5178,6541,3525,7730,1133,4450,1,31,0,0,1,1,0,0
2022-05,3호선,0329,고속터미널,85,1,5315,4213,7471,36555,26427,51766,44120,77338,51335,97944,54702,97472,68285,102025,78663,98156,87432,99554,97227,104442,108894,108097,122138,107572,140710,113516,140164,122541,122785,79603,137517,48975,92624,37236,62364,26542,22789,14409,12,682,0,1,0,0,0,0
2022-05,3호선,0330,교대(법원.검찰청),66,0,1253,767,3992,6893,10192,21132,13241,47731,11437,35681,12185,16838,14888,11694,17015,11114,20755,11819,22937,10630,24940,10002,27808,10981,43175,15582,65543,20819,28056,11373,24545,5696,27550,4571,25582,4349,7707,3413,5,216,0,0,0,0,0,0
2022-05,3호선,0331,남부터미널(예술의전당),80,2,2982,1640,9303,28436,30424,63522,42774,155679,36100,83986,34816,49593,38184,37311,39014,38416,43090,42873,42997,43275,46598,43655,61533,47960,95157,53739,136621,64751,63780,43750,45875,25429,42561,19828,33392,14683,8242,10924,4,248,0,0,0,0,0,0
2022-05,3호선,0332,양재(서초구청),78,0,5707,2640,15499,45132,36486,112464,47282,235928,35140,121426,32250,58807,35295,49682,38391,44490,44539,49981,48351,42914,57211,44677,74080,48427,124667,65828,197997,83404,84095,54013,63691,34262,61720,29737,43490,27398,12195,15940,16,2022,0,0,0,0,0,0
2022-05,3호선,0333,매봉,9,1,1612,590,7574,9448,17418,23010,20920,69613,14751,36777,12650,16448,12633,14881,13081,13219,14201,13200,16474,11502,19077,13174,22400,14450,37458,19138,62096,25760,20798,15911,15097,10079,17125,8669,11731,8785,3116,5132,8,646,0,0,0,0,0,0
2022-05,3호선,0334,도곡,28,5,1177,356,3610,5300,9737,14225,11742,19553,7729,15013,6579,8093,6769,7447,7065,6960,7177,7400,7376,7183,9495,7245,13432,7898,16800,9038,17507,11727,8889,8816,6484,5358,5416,5098,4555,5110,974,3397,8,2501,0,0,0,0,0,0
2022-05,3호선,0335,대치,13,1,2881,881,11861,9250,24899,20461,26136,26977,16051,16718,13372,13039,13223,12903,15330,15937,15208,19365,15028,17636,17571,18912,20392,25527,28375,28384,27620,29286,17501,21810,12898,12546,15400,11954,30813,11440,2962,7385,1,59,1,0,0,0,0,0
2022-05,3호선,0336,학여울,5,0,578,235,1815,2049,4170,4052,4564,9530,3208,8641,2794,8072,3452,6082,5631,6405,6224,6412,7377,5120,8226,4759,9581,3907,9049,4015,8028,4374,2927,3431,1873,2218,1808,2062,1115,1989,212,1432,0,13,0,0,0,0,0,0
2022-05,3호선,0337,대청,67,1,4141,1251,11485,6747,27874,16956,33878,26349,19297,11984,15399,8655,13851,8125,13847,9798,14698,11230,13328,11141,16253,14492,21785,16090,23839,19483,25980,27144,11416,21795,7943,14928,6698,14066,5067,15654,1447,9085,1,274,0,2,0,0,0,0
2022-05,3호선,0338,일원,12,0,2230,1463,8830,11074,23201,31959,23710,25277,16465,18462,16553,16515,17729,11844,17421,13601,14694,16558,16132,13893,21386,13821,29506,12571,35414,14569,18641,20497,9714,15979,6743,10646,4498,10568,3721,11469,1189,5715,0,170,0,0,0,0,0,0
2022-05,3호선,0339,수서,197,15,4775,2710,12434,17429,34834,37273,45303,54238,30937,33040,30190,23825,24836,19096,30534,24802,28121,22719,22175,23515,33812,27802,38980,31687,43892,37473,51699,49696,23634,36485,23423,25424,15961,22424,16989,22438,4879,9814,6,1283,0,0,0,0,0,0
2022-05,3호선,0340,가락시장,54,12,2959,546,7548,6021,20076,12652,22253,30980,16206,15063,14279,11177,13905,11110,13552,11610,13585,11691,13510,12263,14206,14168,16178,16131,20884,19160,29023,24384,12320,16705,9492,11826,8453,10347,6051,9254,1646,5299,7,1894,0,0,0,0,0,0
2022-05,3호선,0341,경찰병원,24,0,2835,298,7468,3333,22888,8813,26129,27421,14833,13503,11593,8283,10484,6540,9282,7597,9709,8758,9197,8692,9694,8789,10064,9971,15482,15067,19203,21040,6683,15969,5534,10584,5001,8890,3360,8844,723,4744,4,1462,0,0,1,0,0,0
2022-05,3호선,0342,오금,33,0,4127,12,8173,2321,26409,6347,29319,14084,15523,5600,9506,5323,8070,4724,8211,5828,8264,6431,6820,6044,6785,8223,8900,9732,10605,13464,12235,20647,4903,15032,3661,10133,3355,9229,2442,10507,512,6147,3,2443,1,1,0,0,0,0
2022-05,4호선,0409,당고개,52,0,8794,56,15669,5167,40427,6392,36821,11481,23049,11442,16406,11084,15102,10115,15573,10479,14933,11140,14258,11461,13566,13683,13784,16389,14189,19755,12746,26928,8188,24812,5940,17046,4567,14922,3250,14754,926,11717,1,1258,0,0,0,0,0,0
2022-05,4호선,0410,상계,49,2,14482,220,37970,8190,90034,19750,77752,21744,45754,19484,33054,18014,29716,18353,31287,21790,28644,22040,25783,23490,26508,28159,30356,34025,28776,45181,25605,63326,16293,61778,12400,37737,11440,33205,11603,31442,2861,23366,3,546,0,0,0,0,0,0
2022-05,4호선,0411,노원,220,5,12458,544,25103,7700,54381,14705,58895,32386,35690,31341,27919,24498,26908,25111,31209,29139,29709,32040,29211,32019,30188,36357,33998,42299,35256,58899,35245,84883,26317,68987,27728,40357,25813,34908,23857,30437,9203,22822,30,4197,0,0,0,0,0,0
2022-05,4호선,0412,창동,2071,31,17231,3073,40888,13878,91707,19847,83687,39327,53633,32229,43712,30132,40861,29481,41694,35036,39504,41339,37328,45036,39437,49876,46564,56008,47991,67993,48488,94101,27952,82172,21659,49065,19526,43814,15000,40418,6893,26743,354,5723,0,0,0,0,0,0
2022-05,4호선,0413,쌍문,258,15,24816,1134,55038,9285,127413,15760,132223,27745,80220,20719,55209,20154,46866,21956,46188,26148,42159,29024,36840,31732,35014,41597,36639,52858,37234,70163,35162,103985,22533,101316,17400,61724,14272,55155,10649,52613,3993,35248,9,1749,0,0,0,0,0,0
2022-05,4호선,0414,수유(강북구청),67,5,22344,3209,50257,12341,118722,22177,126579,56650,80182,41246,57625,33498,52777,33582,54652,35970,52047,41015,48846,44957,48492,51778,53019,69089,57772,86704,64823,127283,37724,115444,29607,69781,26517,63296,21684,56890,9836,40724,10,882,0,0,0,0,0,0
2022-05,4호선,0415,미아(서울사이버대학),53,6,11499,1512,22010,5897,48554,18267,53856,33630,34782,19004,25647,16299,23833,18176,24108,16714,23051,18915,22971,20875,22865,25097,26544,28447,27156,34876,29310,47024,17171,39832,12327,24675,10262,22431,8517,20156,2340,14004,1,107,0,1,0,0,0,0
2022-05,4호선,0416,미아사거리,46,2,16041,2406,39221,8723,98217,20101,102561,33835,62979,33632,45007,28675,42348,29576,42524,33255,41862,35595,40263,39369,42776,48401,49745,57833,46297,71568,46131,102564,32754,83668,31886,48812,18783,45134,14921,39571,5885,25613,1,49,0,0,0,0,0,0
2022-05,4호선,0417,길음,19,2,10897,2462,33517,7778,91530,14501,88421,35776,51267,27527,35843,23760,31004,24793,33138,25385,31125,29013,28358,30110,30850,31195,35185,41005,37790,53257,36812,78287,19894,65315,16001,39165,12959,36821,13224,36982,3789,23657,5,60,0,0,0,0,0,0
2022-05,4호선,0418,성신여대입구(돈암),33,7,6467,1749,19101,7509,48779,17310,53782,40105,36883,27414,29236,24665,30009,29116,33914,28585,32534,30547,34131,33450,36437,33138,40558,39227,47952,51885,51201,70330,32596,54432,29378,34221,32117,31208,29537,29302,11204,21304,3,52,0,0,0,0,0,0
2022-05,4호선,0419,한성대입구(삼선교),49,4,7187,980,13740,6911,31883,18500,37634,31865,26315,27306,20808,23721,20427,23453,23945,22622,24481,23159,24493,22291,27769,22586,35614,26020,35587,32045,34961,37953,21678,30854,18252,19789,16687,18212,12449,17583,4887,13647,5,8017,0,1,0,0,0,0
2022-05,4호선,0420,혜화,33,2,4375,2564,8304,24148,18369,52889,21094,122804,24212,89751,30852,65898,37249,64396,40815,72216,44512,88743,54895,78343,75670,62496,92044,61184,108675,72132,122380,81216,71229,57789,71043,23353,95164,20343,97286,16653,30565,12726,10,758,0,0,0,0,0,0
2022-05,4호선,0421,동대문,162,15,4739,2602,3264,16278,5372,38817,7739,76318,12846,67766,19276,59304,26226,54891,33432,45866,38703,43180,47116,40445,54657,34471,64739,26018,86306,19143,64298,15188,32657,15346,22983,11019,24989,6943,15026,4875,5182,5593,7,246,1,1,0,0,0,0
2022-05,4호선,0422,동대문역사문화공원(DDP),260,1,5453,1513,4226,13394,7149,26383,8515,65607,8963,37144,10161,26559,13732,25935,17938,24149,20184,24409,25692,22695,31350,20000,36575,17788,53179,18449,72428,19482,38696,20909,28761,12175,27624,9333,22173,7159,8958,6529,8,644,1,0,0,0,0,0
2022-05,4호선,0423,충무로,99,3,3457,3467,4830,22846,8961,55275,13837,171743,14786,100424,16659,58172,22565,46086,26648,43088,32728,42572,39954,36412,45069,31849,57461,32012,89673,38057,141602,42296,67548,24032,50485,13695,50978,12675,45968,11242,20432,9197,6,764,1,3,0,1,0,0
2022-05,4호선,0424,명동,15,1,853,968,2611,18740,4543,45968,7459,114898,9726,72349,12536,43482,21065,44060,27016,50732,30030,43414,35401,35955,52355,36463,60243,30388,72677,33574,114156,30024,51937,18357,45139,10475,38334,8322,24689,6379,5887,4216,5,415,0,0,0,0,0,0
2022-05,4호선,0425,회현(남대문시장),34,1,1754,703,3156,21674,4939,53633,8486,130773,9965,95711,15634,84721,28386,77267,39329,62850,50023,53910,60272,48673,69536,39690,82555,28409,99506,21797,120110,18748,48309,10185,45081,5707,22181,5862,13724,4351,4387,2845,5,515,1,0,0,0,0,0
2022-05,4호선,0426,서울역,202,9,4463,825,6245,16225,12106,37683,15782,82183,13211,48941,11013,25376,12839,23410,14280,28528,13729,28342,13689,27274,15354,29677,18835,31165,43242,36987,59752,38669,21422,28153,14019,20805,13938,18474,10769,16467,4328,8952,6,2616,0,1,0,0,0,0
2022-05,4호선,0427,숙대입구(갈월),6,1,2719,741,8392,7464,18059,23727,25994,52592,19188,31430,16288,22670,17027,20302,20171,20224,20581,20521,21042,20439,24591,19095,34032,22741,38573,29715,51128,38071,25402,24132,22328,15825,23144,13731,20681,13497,7787,8172,2,9,0,1,0,0,0,0
2022-05,4호선,0428,삼각지,4,0,709,496,2444,6997,6933,11645,10894,18823,6836,11440,5114,8842,5285,9705,6818,10298,7665,10248,8122,8793,8087,9160,10761,10365,14808,13769,19383,19808,10236,12371,8791,7015,10345,5713,9598,5494,4746,4448,10,721,0,0,0,0,0,0
2022-05,4호선,0429,신용산,6,0,1472,1011,4366,11884,11733,34326,17385,90680,14230,67436,12729,30261,16913,25370,17725,26811,20798,27279,21836,25645,27738,25411,34644,27347,58663,32012,92016,39529,42597,24143,33258,13472,32032,10591,24615,8386,9855,4587,3,4,0,1,0,0,0,0
2022-05,4호선,0430,이촌(국립중앙박물관),52,3,1271,767,5015,7403,12983,14368,17055,30873,12156,25936,9936,21912,12345,19959,17751,20370,17290,23092,18168,21347,23219,20149,30000,18479,32083,17742,31002,22294,12466,14892,9775,9290,9703,8125,6032,7821,1802,4733,2,9,0,0,0,0,0,0
2022-05,4호선,0431,동작(현충원),10,0,398,270,731,2056,2018,3415,2794,6537,2607,4945,2252,4238,2873,3540,2988,3057,2857,3757,3135,3893,3996,3596,4653,3554,5495,3954,6487,5323,3390,3399,3347,2235,3073,1423,2257,1107,727,1290,0,433,0,1,0,0,0,0
2022-05,4호선,0432,총신대입구(이수),80,0,6551,1032,17384,9415,49910,18393,61639,45586,40191,31677,31489,25317,29920,25831,30936,29062,32258,30717,29316,31395,29539,37256,31770,44462,35686,56061,42400,80580,25686,50804,24743,29239,20707,26267,18462,23293,6994,15555,5,523,0,0,0,0,0,0
2022-05,4호선,0433,사당,170,63,10912,1629,25538,18702,70341,25382,93067,37020,70854,30447,44914,25465,38607,30618,40773,31838,40875,29728,38740,29359,37613,34489,40224,45071,47260,63509,52596,96104,36366,61802,32667,35904,35886,34188,33347,33762,13099,25675,28,3974,6,7,0,0,0,0
2022-05,4호선,0434,남태령,78,0,398,109,1028,1402,2257,3703,3704,5346,3285,2026,2595,1315,2540,1322,2544,1348,2231,1373,2076,1418,2170,1610,3199,1753,4805,1912,4129,2050,1732,1643,1167,1610,714,1310,423,901,135,506,1,46,0,0,0,0,0,0
2022-05,경부선,1001,서울역,4,1,74,425,94,3155,10899,5420,20338,5948,15150,4548,14984,3622,17805,2131,15361,3464,15478,3390,11236,3376,17643,3619,16534,4021,16695,6402,20219,9166,17849,4829,12144,3521,16684,3178,13042,2707,5350,636,38,25,1,1,0,0,0,0
2022-05,경부선,1002,남영,81,4,2830,1130,4870,6780,11965,21005,17918,56140,11190,27970,9490,15201,10035,12843,11309,12584,11585,12391,12338,11360,15426,11607,21584,13279,25265,16801,44529,23700,17168,14828,13877,9775,14404,9454,12300,7886,4791,5969,33,556,0,0,0,0,0,0
2022-05,경부선,1003,용산,455,6,4169,5340,5771,37646,21575,76833,34410,155186,38025,113791,33263,79743,50171,67523,46706,71965,57189,76033,55324,72191,86519,73378,94825,72059,126932,76590,160645,83437,95451,59651,97574,38158,92318,28700,65244,14867,23488,7943,139,1423,0,0,0,0,0,0
2022-05,경부선,1004,노량진,394,6,5174,2024,7877,5706,17610,11453,25626,18349,14601,13266,11516,9019,11598,10923,12954,12186,14334,12243,13665,11071,13920,13345,15670,16909,19106,24245,21642,37725,13959,21802,14697,13473,15963,12829,14849,11224,5048,8075,98,781,1,0,0,0,0,0
2022-05,경부선,1005,대방,450,11,6484,2418,11883,10530,32064,35594,42017,51886,24605,23290,18216,12974,17362,12295,19150,13762,18477,16414,17316,14544,19015,15958,19888,18726,31272,27014,44742,39706,16597,25477,12651,17778,11652,18245,9378,16380,2494,11874,52,1533,0,0,0,0,0,0
2022-05,경부선,1006,영등포,4523,96,17862,7521,18254,24722,41506,60595,58462,127473,42450,93054,39249,74387,44902,80805,51393,79127,57860,88748,65115,77365,80519,76155,96743,78177,112565,91825,156621,121136,90421,75801,94370,41099,77825,32831,62721,26042,22416,18142,205,3360,0,0,0,0,0,0
2022-05,경부선,1007,신도림,636,3,2873,700,4100,3892,10512,7435,11853,15919,7265,7357,5380,5502,4959,5043,5330,5209,5467,5676,5041,5111,5670,6378,7007,7172,9521,10481,14816,14587,6211,8859,5171,5162,5383,4789,3950,4103,1508,3331,17,1980,0,0,0,0,0,0
2022-05,경부선,1032,신길,735,5,10825,2002,11524,7268,24678,20026,33256,29322,18492,11089,12447,6952,10693,7118,12859,8140,10858,8619,10194,8132,11147,10045,15149,12383,20484,17017,29983,23201,12504,16446,8575,11358,7592,12458,5417,11407,1930,7872,28,1420,0,0,0,0,0,0
2022-05,경부선,1701,구로,12250,41,24792,5131,20876,14139,39891,32224,40125,76134,28805,41820,21697,26793,22068,22448,23261,22197,23617,23389,23830,23030,27599,26746,32593,30035,50300,40787,64130,46715,26834,32646,20845,21350,18948,20785,13236,19245,4559,21762,33,13821,0,0,0,0,0,0
2022-05,경부선,1702,가산디지털단지,1664,8,8222,3396,7963,13960,15428,56083,16284,160500,12568,72455,11328,22903,12072,16723,13748,15952,14864,16999,14957,16686,17145,16157,27148,20399,68794,26983,114672,31175,45992,22085,27325,13902,23446,13448,16721,12143,6085,6592,114,1426,0,0,0,0,0,0
2022-05,경부선,1703,금천구청,729,3,12725,1412,19665,5902,49967,16531,46185,29470,27768,12859,19974,10136,17461,10669,17927,12603,16289,15110,14013,13608,15031,19346,15955,22242,18861,30997,26482,48785,12106,35094,8949,19421,7496,19975,5280,16700,1360,9536,18,805,0,0,0,0,0,0
2022-05,경부선,1704,석수,428,3,8586,2823,16598,6937,39644,13348,39465,17310,23087,12818,15909,10398,14034,7279,13691,8015,12739,9338,11766,9677,14073,11816,15282,14054,18916,22479,18048,35071,10448,25732,7019,15642,5563,17121,4122,14512,1114,7965,33,552,0,0,0,0,0,0
2022-05,경부선,1705,관악,156,0,7437,2062,13340,4987,34058,6597,32530,11845,16638,12277,12394,10884,11078,8051,11618,8875,11327,7853,10891,8452,11568,9992,13256,11695,13939,17447,12375,30715,7263,21339,5599,13309,4982,12816,2861,11726,894,6882,16,573,0,0,0,0,0,0
2022-05,경부선,1706,안양,337,2,16170,3055,35101,11704,89881,21373,82340,51041,46280,57595,33838,35370,33406,36823,40508,36124,38271,43209,36483,35248,44635,39366,58763,47128,61135,62762,46449,93921,29358,70178,27052,41474,28661,33241,25068,29902,8223,21316,78,1523,0,0,0,0,0,0
2022-05,경부선,1707,명학,170,0,7119,1954,11149,7263,27511,26150,23782,60948,12527,15168,10163,10294,10541,13635,11125,8668,10536,10057,13016,10940,11172,8048,16510,10678,30957,13213,39095,22060,14020,17813,13929,10981,8424,9438,6131,9268,1885,7459,14,349,0,0,0,0,0,0
2022-05,경부선,1708,금정,399,4,23489,7101,38829,21350,90425,44066,94611,90947,57625,33778,39975,22343,35095,24233,36054,24956,34261,27560,30223,29139,31587,37845,40064,45237,62201,66751,76088,93519,34342,73974,27421,43577,23295,45616,18384,39657,7262,31562,84,4017,1,1,0,0,0,0
2022-05,경부선,1709,군포,60,1,5598,2262,9377,8959,19541,31299,19115,46910,11369,8317,8794,4731,7668,4991,8284,5351,7678,5919,6813,5928,7128,7065,10057,8762,23307,11134,36848,17264,12092,12167,9914,8581,5899,7234,3686,6863,1124,4460,14,197,0,0,0,0,0,0
2022-05,경부선,1710,의왕,75,0,6778,2733,13837,10152,30974,28223,31488,30511,15867,10715,12251,8691,11550,8479,12507,9217,11900,10775,11595,9674,12544,11120,18302,14918,27536,18785,26429,30495,12506,20254,9115,16018,7058,13054,4701,11866,1709,8659,12,416,0,0,0,0,0,0
2022-05,경부선,1711,성균관대,202,6,9714,2369,28397,7396,69363,10184,57644,26617,29410,19489,22349,16596,20206,15303,22031,16868,21217,19031,18234,17998,19504,21406,25858,28225,28915,41875,26970,63180,16149,51351,13812,33169,12866,28722,14648,24720,7615,16691,77,2044,0,0,0,0,0,0
2022-05,경부선,1712,화서,494,40,8289,2423,23376,4980,45043,6475,36349,10972,17304,6928,12836,6606,11769,7215,11258,7349,9835,9451,8934,9075,9188,10502,12317,13855,12520,22492,11212,36988,6505,30775,5216,17794,4203,14054,3648,13557,1099,7885,35,1940,0,0,0,0,0,0
2022-05,경부선,1713,수원,1810,55,21136,6844,36451,34090,77055,56732,75281,87866,52895,78620,46387,73981,51685,70787,57340,82573,58953,78737,61097,74280,74649,73884,99249,89779,104727,104276,106587,135282,83955,97365,87805,59792,69737,46589,63919,39635,22531,24692,384,8175,0,0,0,0,0,0
2022-05,경부선,1714,독산,735,4,8143,2396,18893,13839,48895,46239,46315,106360,25341,50044,19816,16119,18193,12438,19854,13699,18515,14595,17483,13132,18818,17840,26574,20845,60655,29373,78323,45648,35635,36897,20387,21215,13236,23517,8562,21077,2309,10067,32,779,0,0,0,0,0,0
2022-05,경부선,1715,세류,486,1,3820,877,7722,2536,15493,4474,10352,4297,5898,2958,4749,2783,4360,3011,4311,3164,3829,3367,3523,3576,3951,4215,4895,5617,6586,7341,6006,12112,3760,9242,2899,6420,2588,5885,1483,4800,553,2760,14,1036,0,0,0,0,0,0
2022-05,경부선,1716,병점,3262,30,8241,3317,27704,11466,59146,22661,49689,33573,32907,19891,27244,16517,26479,17917,26781,20251,22682,19429,22711,21687,24645,24636,31395,31248,36164,45000,35707,54423,22085,45986,15675,34154,14595,27897,11439,27079,3139,18449,32,8102,0,0,0,0,0,0
2022-05,경부선,1717,세마,326,4,2180,683,5650,1707,11018,4388,9840,9140,6642,2881,5042,2038,4249,2581,4456,2727,4505,3215,3685,3298,3944,3339,5202,6037,6589,8075,8015,8405,3422,8544,2374,5287,1956,5161,1222,4105,482,2727,43,205,0,0,0,0,0,0
2022-05,경부선,1718,오산대,304,0,3061,1452,6894,2526,13527,4240,11487,12484,7110,6536,5776,6738,5440,6043,6119,4892,6774,5508,6290,5143,8311,4247,10749,6709,10822,9119,10448,12909,4835,10472,3859,6049,3234,6126,2074,4447,1198,3086,74,251,0,0,0,0,0,0
2022-05,경부선,1719,오산,504,1,7243,2644,16297,9488,27865,28632,27954,24116,20558,14554,18606,11913,18109,11063,18221,13853,16369,14631,15984,14592,16519,18121,22677,23321,28167,27306,29967,33192,16432,26348,14082,20148,10368,16995,5604,10691,2525,9112,143,846,0,0,0,0,0,0
2022-05,경부선,1720,진위,5,0,1051,256,1650,2689,3440,7982,3240,9450,2255,2850,1694,2082,1657,1181,1847,1186,1773,1351,1811,1144,2765,1553,4715,1990,7365,2226,10219,2622,3117,2608,2205,1658,1225,1715,546,1296,287,980,11,63,0,0,0,0,0,0
2022-05,경부선,1721,송탄,78,0,5416,1029,9068,3533,14865,6479,13511,8683,10370,4393,8665,4133,8820,4418,8133,6024,8010,5760,6817,6444,7478,7555,9452,9432,10201,12505,11043,13876,6517,15399,4888,9951,4284,9840,2139,8149,1121,7373,50,879,0,0,0,0,0,0
2022-05,경부선,1722,서정리,84,3,3696,4081,10835,8773,17816,14189,17452,20441,13617,11001,12182,8199,11688,7441,13151,10641,11651,10857,11710,9333,13462,11116,18843,16007,28538,19083,21649,17260,12871,19458,10386,13649,8076,10719,3665,10991,1750,8660,64,1126,0,0,0,0,0,0
2022-05,경부선,1723,평택지제,23,0,1941,6287,3724,10081,10226,12497,8694,8537,6191,4791,5003,2814,4434,3615,5730,3555,3988,3907,4793,3938,6706,4648,7811,5856,12608,7127,10923,9149,9066,6675,5282,5751,5113,5222,3854,4601,1444,2986,3,470,0,0,0,0,0,0
2022-05,경부선,1724,평택,201,4,8158,3082,15084,9246,31916,16932,32803,28970,28819,24809,24373,18601,22323,23651,24149,23719,24274,24403,22785,26703,25861,26998,30584,33225,35674,43553,33388,43694,23511,30039,23710,23559,16952,19218,12898,15348,6755,10399,37,2354,0,0,0,0,0,0
2022-05,경부선,1725,성환,67,2,2056,593,4015,2986,7050,11903,6878,23278,6657,27729,6675,10430,7475,6695,12915,11010,11071,13324,10334,5735,15504,6285,26901,6883,22278,8447,16729,8812,7103,7148,6546,6030,4297,6331,2720,4613,1009,3451,57,1032,0,0,0,0,0,0
2022-05,경부선,1726,직산,54,3,547,330,1322,1069,2022,2991,2176,3578,1597,1339,1382,988,1331,1004,1299,1060,1240,1079,1124,1042,1409,1177,1528,1274,3358,1759,3529,1895,1387,1878,930,1199,735,1220,340,922,220,1014,28,203,1,0,0,0,0,0
2022-05,경부선,1727,두정,1644,2,5409,948,9892,3137,16885,10979,15292,22054,13435,20186,10233,17052,11869,14331,14093,16011,14047,13783,12579,11994,15956,9636,17545,14988,20718,17000,18828,23448,11342,16391,9335,13264,7939,9893,5625,9034,2967,8691,49,2337,0,0,0,0,0,0
2022-05,경부선,1728,천안,1869,8,3160,821,5735,3438,11970,6585,11163,17676,14003,16166,11026,14764,13102,15422,12975,14637,14300,13776,16028,12655,20903,13972,21997,13694,21817,19744,18709,20083,12890,13308,10308,10544,7537,6672,4339,5813,2087,4933,16,1863,0,0,0,0,0,0
2022-05,경부선,1729,당정,18,0,3755,960,11225,3095,27006,9673,25111,19524,13073,10607,9877,6556,9562,5717,10465,7947,8823,7223,8482,7246,10148,7711,11665,10037,15791,14087,16149,22050,7049,18162,5404,12907,4942,10576,4471,10831,1351,7578,18,254,0,0,0,0,0,0
