사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2022-05,7호선,2749,철산,"517,385","527,182","99,903","98,773",2022-06-13 17:02:27
2022-05,7호선,2750,광명사거리,"499,545","482,203","146,521","150,721",2022-06-13 17:02:27
2022-05,7호선,2751,천왕,"268,695","251,264","56,040","55,658",2022-06-13 17:02:27
2022-05,7호선,2752,온수(성공회대입구),"259,079","246,986","40,167","38,118",2022-06-13 17:02:27
2022-05,7호선,2753,까치울,3,0,0,0,2022-06-13 17:02:27
2022-05,7호선,2756,신중동,2,0,0,0,2022-06-13 17:02:27
2022-05,7호선,2757,부천시청,2,0,0,0,2022-06-13 17:02:27
2022-05,7호선,2758,상동,1,0,0,0,2022-06-13 17:02:27
2022-05,7호선,2760,굴포천,1,0,0,0,2022-06-13 17:02:27
2022-05,8호선,2811,암사,"436,514","371,230","104,545","102,687",2022-06-13 17:02:27
2022-05,8호선,2812,천호(풍납토성),"351,388","425,554","81,587","78,923",2022-06-13 17:02:27
2022-05,8호선,2813,강동구청,"227,939","232,428","63,417","63,071",2022-06-13 17:02:27
2022-05,8호선,2814,몽촌토성(평화의문),"160,580","163,475","35,515","34,863",2022-06-13 17:02:27
2022-05,8호선,2815,잠실(송파구청),"357,605","448,652","68,413","67,014",2022-06-13 17:02:27
2022-05,8호선,2816,석촌,"174,329","208,848","49,481","53,307",2022-06-13 17:02:27
2022-05,8호선,2817,송파,"185,566","178,368","56,945","56,651",2022-06-13 17:02:27
2022-05,8호선,2818,가락시장,"155,840","181,822","59,027","60,086",2022-06-13 17:02:27
2022-05,8호선,2819,문정,"498,766","529,779","57,738","57,331",2022-06-13 17:02:27
2022-05,8호선,2820,장지,"421,400","399,833","77,744","73,594",2022-06-13 17:02:27
2022-05,8호선,2821,복정,"246,272","206,804","41,149","36,692",2022-06-13 17:02:27
2022-05,8호선,2822,산성,"132,590","129,093","32,141","35,729",2022-06-13 17:02:27
2022-05,8호선,2823,남한산성입구(성남법원.검찰청),"355,037","319,860","81,392","78,486",2022-06-13 17:02:27
2022-05,8호선,2824,단대오거리,"254,065","236,926","73,862","71,026",2022-06-13 17:02:27
2022-05,8호선,2825,신흥,"91,697","99,712","35,752","36,860",2022-06-13 17:02:27
2022-05,8호선,2826,수진,"113,781","100,275","45,084","43,943",2022-06-13 17:02:27
2022-05,8호선,2827,모란,"89,693","75,678","56,805","43,984",2022-06-13 17:02:27
2022-05,8호선,2828,남위례,"125,799","130,593","26,007","26,214",2022-06-13 17:02:27
2022-05,9호선,4101,개화,"60,408","42,673","14,444","11,627",2022-06-13 17:02:27
2022-05,9호선,4102,김포공항,"224,849","348,240","20,329","25,557",2022-06-13 17:02:27
2022-05,9호선,4103,공항시장,"63,357","66,392","24,702","26,905",2022-06-13 17:02:27
2022-05,9호선,4104,신방화,"151,801","141,820","45,856","45,769",2022-06-13 17:02:27
2022-05,9호선,4105,마곡나루(서울식물원),"322,487","320,112","33,810","33,422",2022-06-13 17:02:27
2022-05,9호선,4106,양천향교,"231,988","232,625","45,661","45,464",2022-06-13 17:02:27
2022-05,9호선,4107,가양,"478,779","459,573","128,558","124,661",2022-06-13 17:02:27
2022-05,9호선,4108,증미,"160,060","152,462","41,110","41,598",2022-06-13 17:02:27
2022-05,9호선,4109,등촌,"241,632","225,941","78,899","79,377",2022-06-13 17:02:27
2022-05,9호선,4110,염창,"432,453","409,392","72,124","70,584",2022-06-13 17:02:27
2022-05,9호선,4111,신목동,"100,492","84,339","22,916","21,456",2022-06-13 17:02:27
2022-05,9호선,4112,선유도,"208,932","197,794","29,826","29,254",2022-06-13 17:02:27
2022-05,9호선,4113,당산,"473,257","477,949","64,673","60,139",2022-06-13 17:02:27
2022-05,9호선,4114,국회의사당,"360,214","384,151","53,301","46,977",2022-06-13 17:02:27
2022-05,9호선,4115,여의도,"707,006","696,473","47,929","43,679",2022-06-13 17:02:27
2022-05,9호선,4116,샛강,"138,640","142,481","27,179","26,687",2022-06-13 17:02:27
2022-05,9호선,4117,노량진,"702,627","683,732","87,610","86,003",2022-06-13 17:02:27
2022-05,9호선,4118,노들,"106,093","86,759","31,792","29,037",2022-06-13 17:02:27
2022-05,9호선,4119,흑석(중앙대입구),"212,180","214,046","55,128","55,176",2022-06-13 17:02:27
2022-05,9호선,4120,동작(현충원),"50,762","41,671","15,773","13,683",2022-06-13 17:02:27
2022-05,9호선,4121,구반포,"25,884","28,361","11,562","11,398",2022-06-13 17:02:27
2022-05,9호선,4122,신반포,"94,069","93,825","21,516","21,374",2022-06-13 17:02:27
2022-05,9호선,4123,고속터미널,"390,087","516,849","60,876","68,327",2022-06-13 17:02:27
2022-05,9호선,4124,사평,"83,696","77,951","20,986","21,029",2022-06-13 17:02:27
2022-05,9호선,4125,신논현,"880,551","881,585","60,215","55,261",2022-06-13 17:02:27
2022-05,공항철도 1호선,4201,서울역,"256,265","245,008","34,633","30,234",2022-06-13 17:02:27
2022-05,공항철도 1호선,4202,공덕,"60,166","82,419","7,509","9,131",2022-06-13 17:02:27
2022-05,공항철도 1호선,4203,홍대입구,"335,290","336,289","18,213","17,045",2022-06-13 17:02:27
2022-05,공항철도 1호선,4204,디지털미디어시티,"350,196","327,658","25,819","24,505",2022-06-13 17:02:27
2022-05,공항철도 1호선,4206,마곡나루(서울식물원),"238,267","235,588","15,504","15,714",2022-06-13 17:02:27
2022-05,공항철도 1호선,4207,김포공항,"359,390","192,159","27,034","17,405",2022-06-13 17:02:27
2022-05,공항철도 1호선,4208,계양,"289,814","268,765","32,383","30,231",2022-06-13 17:02:27
2022-05,공항철도 1호선,4209,검암,"180,968","180,297","18,166","18,395",2022-06-13 17:02:27
2022-05,공항철도 1호선,4210,청라국제도시,"196,744","185,245","13,418","13,468",2022-06-13 17:02:27
2022-05,공항철도 1호선,4211,운서,"195,223","197,185","30,175","30,457",2022-06-13 17:02:27
2022-05,공항철도 1호선,4212,공항화물청사,"53,244","57,896","9,345","9,203",2022-06-13 17:02:27
2022-05,공항철도 1호선,4213,인천공항1터미널,"163,819","155,801","19,799","19,395",2022-06-13 17:02:27
2022-05,공항철도 1호선,4215,인천공항2터미널,"87,471","77,976","8,629","8,092",2022-06-13 17:02:27
2022-05,공항철도 1호선,4217,영종,"83,023","83,682","23,188","22,962",2022-06-13 17:02:27
2022-05,9호선2~3단계,4126,언주,"255,878","264,442","27,478","27,021",2022-06-13 17:02:27
2022-05,9호선2~3단계,4127,선정릉,"239,157","266,081","24,461","25,144",2022-06-13 17:02:27
2022-05,9호선2~3단계,4128,삼성중앙,"162,551","172,560","23,550","23,497",2022-06-13 17:02:27
2022-05,9호선2~3단계,4129,봉은사,"446,526","464,525","50,659","48,792",2022-06-13 17:02:27
2022-05,9호선2~3단계,4130,종합운동장,"115,992","115,620","19,212","17,742",2022-06-13 17:02:27
2022-05,9호선2~3단계,4131,삼전,"163,319","153,643","35,755","34,326",2022-06-13 17:02:27
2022-05,9호선2~3단계,4132,석촌고분,"143,152","135,704","33,092","33,059",2022-06-13 17:02:27
2022-05,9호선2~3단계,4133,석촌,"222,247","191,836","35,574","30,895",2022-06-13 17:02:27
2022-05,9호선2~3단계,4134,송파나루,"123,285","132,238","26,364","27,388",2022-06-13 17:02:27
2022-05,9호선2~3단계,4135,한성백제,"62,827","55,941","16,755","14,686",2022-06-13 17:02:27
2022-05,9호선2~3단계,4136,올림픽공원(한국체대),"201,436","199,034","33,328","33,434",2022-06-13 17:02:27
2022-05,9호선2~3단계,4137,둔촌오륜,"26,357","23,257","6,309","6,616",2022-06-13 17:02:27
2022-05,9호선2~3단계,4138,중앙보훈병원,"220,429","188,593","74,898","73,386",2022-06-13 17:02:27
2022-05,우이신설선,4701,북한산우이,"67,379","60,483","41,048","42,983",2022-06-13 17:02:27
2022-05,우이신설선,4702,솔밭공원,"44,850","38,943","30,349","31,639",2022-06-13 17:02:27
2022-05,우이신설선,4703,4.19민주묘지,"70,796","69,029","37,959","33,483",2022-06-13 17:02:27
2022-05,우이신설선,4704,가오리,"76,003","70,190","49,007","50,238",2022-06-13 17:02:27
2022-05,우이신설선,4705,화계,"61,236","52,832","43,990","43,613",2022-06-13 17:02:27
2022-05,우이신설선,4706,삼양,"32,398","31,300","27,186","29,889",2022-06-13 17:02:27
2022-05,우이신설선,4707,삼양사거리,"38,371","37,155","36,642","36,107",2022-06-13 17:02:27
2022-05,우이신설선,4708,솔샘,"131,813","115,516","39,867","41,067",2022-06-13 17:02:27
2022-05,우이신설선,4709,북한산보국문,"145,611","129,105","43,669","43,596",2022-06-13 17:02:27
2022-05,우이신설선,4710,정릉,"100,704","84,352","46,924","43,207",2022-06-13 17:02:27
2022-05,우이신설선,4711,성신여대입구(돈암),"73,607","88,451","28,986","28,225",2022-06-13 17:02:27
2022-05,우이신설선,4712,보문,"31,659","31,780","15,096","15,154",2022-06-13 17:02:27
2022-05,우이신설선,4713,신설동,"35,382","36,707","27,677","24,862",2022-06-13 17:02:27
2022-05,신림선,4401,샛강,"7,373","11,006","4,356","5,036",2022-06-13 17:02:27
2022-05,신림선,4402,대방,"5,151","3,322","1,753","1,377",2022-06-13 17:02:27
2022-05,신림선,4403,서울지방병무청,"6,029","6,195","2,371","2,516",2022-06-13 17:02:27
2022-05,신림선,4404,보라매,"7,492","6,049","3,085","2,655",2022-06-13 17:02:27
2022-05,신림선,4405,보라매공원,"5,218","5,865","2,480","2,959",2022-06-13 17:02:27
2022-05,신림선,4406,보라매병원,"12,416","11,759","5,777","5,212",2022-06-13 17:02:27
2022-05,신림선,4407,당곡,"8,661","7,850","3,828","3,536",2022-06-13 17:02:27
2022-05,신림선,4408,신림,"5,395","6,556","2,449","2,542",2022-06-13 17:02:27
2022-05,신림선,4409,서원,"7,064","6,270","2,944","2,825",2022-06-13 17:02:27
2022-05,신림선,4410,서울대벤처타운,"17,310","16,390","6,980","7,028",2022-06-13 17:02:27
2022-05,신림선,4411,관악산(서울대),"12,213","12,178","11,538","11,383",2022-06-13 17:02:27
